Title,Price,Neighbourhood,All Images,Description,Posting URL,Property Type,Size,Rooms
Petit bijou,10 000 DH,"Palmier, Casablanca","https://www.mubawab-media.com/ad/7/824/592F/h/WhatsApp-Image-2023-12-04-at-11.30.18-3_75230926.avif, https://www.mubawab-media.com/ad/7/824/592F/h/WhatsApp-Image-2023-12-04-at-11.30.18-6_75230928.avif, https://www.mubawab-media.com/ad/7/824/592F/h/WhatsApp-Image-2023-12-04-at-11.30.18-5_75230929.avif, https://www.mubawab-media.com/ad/7/824/592F/h/WhatsApp-Image-2023-12-04-at-11.30.18-4-1_75230931.avif, https://www.mubawab-media.com/ad/7/824/592F/h/WhatsApp-Image-2023-12-04-at-11.30.18-3-1_75230932.avif, https://www.mubawab-media.com/ad/7/824/592F/h/WhatsApp-Image-2023-12-04-at-11.30.18-2_75230934.avif, https://www.mubawab-media.com/ad/7/824/592F/h/WhatsApp-Image-2023-12-04-at-11.30.18-1_75230936.avif, https://www.mubawab-media.com/ad/7/824/592F/h/WhatsApp-Image-2023-12-04-at-11.30.18_75230938.avif","PALMIERS : Appartement moderne totalement équipée d’une superficie de 58 m2 moderne dans une nouvelle résidence. Il se compose d’un salon attenant à un balcon, d’une cuisine américaine, d’une chambre, une SDB, espace de rangements. Haut de gamme, climatisation réversible, place de parking titrée.PALMIERS : Appartement moderne totalement équipée d’une superficie de 58 m2 moderne dans une nouvelle résidence. Il se compose d’un salon attenant à un balcon, d’une cuisine américaine, d’une chambre, une SDB, espace de rangements. Haut de gamme, climatisation réversible, place de parking titrée.",https://www.mubawab.ma/fr/a/7824592/petit-bijou,Appartement,"58
						m²",1 Chambre
Superbe appart meublé au CFC,13 000 DH,"Casablanca Finance City, Casablanca","https://www.mubawab-media.com/ad/7/979/106F/h/IMG_5900_78651640.avif, https://www.mubawab-media.com/ad/7/979/106F/h/IMG_5902_78651641.avif, https://www.mubawab-media.com/ad/7/979/106F/h/IMG_5903_78651642.avif, https://www.mubawab-media.com/ad/7/979/106F/h/IMG_5904_78651643.avif, https://www.mubawab-media.com/ad/7/979/106F/h/IMG_5906_78651644.avif, https://www.mubawab-media.com/ad/7/979/106F/h/IMG_5907_78651645.avif, https://www.mubawab-media.com/ad/7/979/106F/h/IMG_5908_78651646.avif, https://www.mubawab-media.com/ad/7/979/106F/h/IMG_5909_78651647.avif, https://www.mubawab-media.com/ad/7/979/106F/h/IMG_5910_78651648.avif, https://www.mubawab-media.com/ad/7/979/106F/h/IMG_5911_78651649.avif","Superbe appartement meublé à louer dans la prestigieuse résidence les faubourgs d'anfa d'une surface de 93m environ, cet appartement se répartit comme suit : - Un salon avec espace salle à manger. - Une terrasse aménagée. - Une cuisine ouverte entièrement équipée. - Un WC invités. - Une suite parentale avec dressing et salle de bain. - Une deuxième chambre à coucher. - Une deuxième salle de bain. - Une place de parking.",https://www.mubawab.ma/fr/a/7979106/superbe-appart-meubl%C3%A9-au-cfc,Appartement,"93
						m²",3 Pièces
Location appartement à Hassan,7 000 DH,"Hassan - Centre Ville, Rabat","https://www.mubawab-media.com/ad/8/103/560F/h/WhatsApp%20Image%202025-02-28%20at%2020.50.49%20%281%29_79880608.avif, https://www.mubawab-media.com/ad/8/103/560F/h/WhatsApp%20Image%202025-02-28%20at%2020.50.52%20%282%29_79880609.avif, https://www.mubawab-media.com/ad/8/103/560F/h/WhatsApp%20Image%202025-02-28%20at%2020.50.51_79880610.avif, https://www.mubawab-media.com/ad/8/103/560F/h/WhatsApp%20Image%202025-02-28%20at%2020.50.52%20%283%29_79880611.avif, https://www.mubawab-media.com/ad/8/103/560F/h/WhatsApp%20Image%202025-02-28%20at%2020.50.49_79880612.avif","Immo 101 met à la location un appartement à Hassan. Situé au 2ème étage d’un immeuble sans élévateur, cet appartement de 70 m2 est composé de : Salon, 1 chambre, 1 salle de bain et une cuisine. Loyer : 7 000 dhs Honoraires agence : 1 mois de loyer Réf : YBLAV2056 Contact : Mme Yousra BABA",https://www.mubawab.ma/fr/a/8103560/location-appartement-%C3%A0-hassan,Appartement,"70
						m²",2 Pièces
Superbe Studio Neuf à Louer a des Hôpitaux,6 100 DH,"Les Hôpitaux, Casablanca","https://www.mubawab-media.com/ad/8/095/840F/h/73c96295-cc10-40c6-83ca-75f7422263f2_80469859.avif, https://www.mubawab-media.com/ad/8/095/840F/h/8b3d8608-fb17-401c-9eb5-5414d46e8fab_80469860.avif, https://www.mubawab-media.com/ad/8/095/840F/h/8c79340f-c6bb-49de-baac-73e92d84b7ad_80469861.avif, https://www.mubawab-media.com/ad/8/095/840F/h/484e6902-5375-48ef-8fbb-58bc09c5c08a_80469862.avif, https://www.mubawab-media.com/ad/8/095/840F/h/08398f5f-b26d-4746-ad2b-6a1c2b4ebf47_80469863.avif, https://www.mubawab-media.com/ad/8/095/840F/h/da91eba4-6bd9-40ff-9aff-a185f1aa7ae7_80469864.avif, https://www.mubawab-media.com/ad/8/095/840F/h/e94030a7-4302-45bd-b69f-27bfc743e12a_80469865.avif","Nous vous proposons ce magnifique studio neuf à louer, situé dans le quartier des hôpitaux à Casablanca. Idéalement conçu pour ceux en quête de confort, de modernité et de praticité, cet appartement offre des finitions haut de gamme et des équipements de qualité supérieure. Caractéristiques de l’appartement : Studio neuf, jamais habité Finitions modernes et soignées Équipements de qualité, prêts à l’emploi Emplacement privilégié au cœur de Casablanca, proche des hôpitaux, commerces et transports en commun Cet appartement est idéal pour une personne seule ou un couple recherchant un espace moderne et fonctionnel dans un quartier dynamique. Pour plus d’informations ou pour organiser une visite, n’hésitez pas à nous contacter.",https://www.mubawab.ma/fr/a/8095840/superbe-studio-neuf-%C3%A0-louer-a-des-h%C3%B4pitaux,Appartement,"67
						m²",2 Pièces
Appartement meublé 90m² Gauthier 8500 Dh,8 500 DH,"Gauthier, Casablanca","https://www.mubawab-media.com/ad/7/988/422F/h/WJK6_78741261.avif, https://www.mubawab-media.com/ad/7/988/422F/h/WJK2_78741262.avif, https://www.mubawab-media.com/ad/7/988/422F/h/WJK1_78741263.avif, https://www.mubawab-media.com/ad/7/988/422F/h/WJK25_78741264.avif, https://www.mubawab-media.com/ad/7/988/422F/h/WJK23_78741265.avif, https://www.mubawab-media.com/ad/7/988/422F/h/WJK21_78741266.avif, https://www.mubawab-media.com/ad/7/988/422F/h/WJK18_78741267.avif, https://www.mubawab-media.com/ad/7/988/422F/h/WJK20_78741268.avif, https://www.mubawab-media.com/ad/7/988/422F/h/WJK14_78741269.avif, https://www.mubawab-media.com/ad/7/988/422F/h/WJK13_78741270.avif, https://www.mubawab-media.com/ad/7/988/422F/h/WJK12_78741271.avif, https://www.mubawab-media.com/ad/7/988/422F/h/WJK11_78741272.avif, https://www.mubawab-media.com/ad/7/988/422F/h/WJK10_78741273.avif, https://www.mubawab-media.com/ad/7/988/422F/h/WJK9_78741274.avif, https://www.mubawab-media.com/ad/7/988/422F/h/WJK8_78741275.avif","Appartement refait et meublé à neuf à louer , situé à Gauthier , superficie 90m², au 3 éme étage, 1 salon 1 salle à manger ,2 chambres à coucher placards balcon, 1 cuisine équipée , 1 salle de bain avec douche , 1 salle d'eau 2 façades ensoleillé Loyer 8500 Dh par mois",https://www.mubawab.ma/fr/a/7988422/appartement-meubl%C3%A9-90m%C2%B2-gauthier-8500-dh,Appartement,"100
						m²",3 Pièces
Louez cet appartement à casa finance city. 2 belles chambres...,12 000 DH,"Casablanca Finance City, Casablanca","https://www.mubawab-media.com/ad/7/537/391F/h/photo_0_31845851.avif, https://www.mubawab-media.com/ad/7/537/391F/h/photo_1_31845852.avif, https://www.mubawab-media.com/ad/7/537/391F/h/photo_2_31845853.avif, https://www.mubawab-media.com/ad/7/537/391F/h/photo_3_31845854.avif, https://www.mubawab-media.com/ad/7/537/391F/h/photo_4_31845855.avif, https://www.mubawab-media.com/ad/7/537/391F/h/photo_5_31845856.avif, https://www.mubawab-media.com/ad/7/537/391F/h/photo_6_31845857.avif, https://www.mubawab-media.com/ad/7/537/391F/h/photo_7_31845858.avif, https://www.mubawab-media.com/ad/7/537/391F/h/photo_8_31845859.avif, https://www.mubawab-media.com/ad/7/537/391F/h/photo_9_31845860.avif, https://www.mubawab-media.com/ad/7/537/391F/h/photo_10_31845861.avif, https://www.mubawab-media.com/ad/7/537/391F/h/photo_11_31845862.avif","Ne laissez pas passer cet appartement à louer. Prix 12 000DH. 2 chambres, 2 salles de bains, 100 m². 3 pièces. Nouveau. Les extérieurs sont constitués d'un jardin et d'une terrasse. Un ascenseur et un garage sont également à votre disposition. Cet appartement est proposé à la location à Ferme Bretonne (Hay Arraha). Nombreux équipements dont climatisation. La résidence dispose également d'un service de conciergerie. Équipé d'une antenne parabolique. Sécurité dans la résidence. Programmez dès maintenant votre visite pour cet appartement d'exception à Casablanca. Téléviseur. Machine à laver. Cuisinière avec four. Proche de toutes commodités: restaurants à 1.9 kilomètre, transports en commun à 400 mètres, commerces à 1.4 kilomètre, établissements scolaires à 700 mètres, hôpitaux à 900 mètres.",https://www.mubawab.ma/fr/a/7537391/louez-cet-appartement-%C3%A0-casa-finance-city-2-belles-chambres-ascenseur-et-terrasse,Appartement,"100
						m²",3 Pièces
Appartement terrasse àla lcation à la ferme breton,15 000 DH,"Ferme Bretonne (Hay Arraha), Casablanca","https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112400_80503456.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112423_80503457.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112414_80503458.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112409_80503459.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112350_80503460.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112342_80503461.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112340_80503462.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112333_80503463.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112329_80503464.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112320_80503465.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112309_80503466.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112253_80503467.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112239_80503468.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112232_80503469.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112227_80503470.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112218_80503471.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112213_80503472.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112206_80503473.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112201_80503474.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112155_80503475.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112148_80503476.avif, https://www.mubawab-media.com/ad/8/164/311F/h/20250618_112138_80503477.avif","Bel appartement meublé neuf jamais habité à la location à la ferme bretonne , très bien situé au dernier étage avec 2 belles terrasses sans vis a vis , il est tres bien exposé en plein sud. Il comprend un salon, 2 suites parentales avec 2 leurs salles de bain, wc invité cuisine. Place au garage Prix: 15000 dhs / mois",https://www.mubawab.ma/fr/a/8164311/appartement-terrasse-%C3%A0la-lcation-%C3%A0-la-ferme-breton,Appartement,"100
						m²",3 Pièces
Villa renovee,34 000 DH,"Ain Diab, Casablanca","https://www.mubawab-media.com/ad/7/843/514F/h/DRE9_75226727.avif, https://www.mubawab-media.com/ad/7/843/514F/h/DRE5_75226730.avif, https://www.mubawab-media.com/ad/7/843/514F/h/DRE7_75226732.avif, https://www.mubawab-media.com/ad/7/843/514F/h/DRE1_75226735.avif, https://www.mubawab-media.com/ad/7/843/514F/h/DRE2_75226736.avif, https://www.mubawab-media.com/ad/7/843/514F/h/DRE3_75226738.avif, https://www.mubawab-media.com/ad/7/843/514F/h/DRE4_75226741.avif, https://www.mubawab-media.com/ad/7/843/514F/h/DRE6_75226743.avif","NOUVEAUTEE AIN DIAB En résidence sécurisée, double séjour avec 4 chambres, 3 sdb. terrasses Chauffage centrale et clim Piscine , terrasses Sous sol aménagé. chambre personnel Calme et clairNOUVEAUTEE AIN DIAB En résidence sécurisée, double séjour avec 4 chambres, 3 sdb. terrasses Chauffage centrale et clim Piscine , terrasses Sous sol aménagé. chambre personnel Calme et clair",https://www.mubawab.ma/fr/a/7843514/villa-renovee,Villa,"500
						m²",4 Chambres
Luxueuse villa à louer meublé sur Californie,80 000 DH,"Californie, Casablanca","https://www.mubawab-media.com/ad/7/834/282F/h/WhatsApp%20Image%202024-02-01%20at%2011.10.37%20%282%29_66930191.avif, https://www.mubawab-media.com/ad/7/834/282F/h/WhatsApp%20Image%202024-02-01%20at%2011.10.34_66930194.avif, https://www.mubawab-media.com/ad/7/834/282F/h/WhatsApp%20Image%202024-02-01%20at%2011.10.38%20%282%29_66930195.avif, https://www.mubawab-media.com/ad/7/834/282F/h/WhatsApp%20Image%202024-02-01%20at%2011.10.40_66930196.avif, https://www.mubawab-media.com/ad/7/834/282F/h/WhatsApp%20Image%202024-02-01%20at%2011.10.40%20%281%29_66930197.avif, https://www.mubawab-media.com/ad/7/834/282F/h/WhatsApp%20Image%202024-02-01%20at%2011.10.38%20%283%29_66930198.avif, https://www.mubawab-media.com/ad/7/834/282F/h/WhatsApp%20Image%202024-02-01%20at%2011.10.39_66930199.avif, https://www.mubawab-media.com/ad/7/834/282F/h/WhatsApp%20Image%202024-02-01%20at%2011.10.36_66930200.avif","Immo Partner est ravie de vous présenter une magnifique villa située dans un cadre d'exception, calme et bien sécurisé sur Californie. Une villa d'architecte d'une superficie total de 1881m² aménagée sur 2 niveaux avec un très beau jardin et une magnifique piscine ensoleillée toute la journée. Le rez-de-jardin se compose d'une vaste pièce de réception compris un double salon avec une cheminée fonctionnelle, un espace salle a manger, un beau séjour avec salon TV, une chambre d'invités, une salle de bain ainsi qu'une grande cuisine luxueuse. A l'étage, la villa dispose d'une master bedroom avec sa salle de bain, grand double dressing et une terrasse privative ainsi que trois autres suites. Honoraires agence: Un mois de loyer en HT N'hésitez pas à nous contacter pour organiser une visite.",https://www.mubawab.ma/fr/a/7834282/luxueuse-villa-%C3%A0-louer-meubl%C3%A9-sur-californie,Villa,"1881
						m²",9 Pièces
Top villa commercial tres visible au cil,100 000 DH,"CIL (Hay Salam), Casablanca",https://www.mubawab-media.com/ad/8/044/996F/h/VILLA%20COMMERCIAL2_79628127.avif,"CIL PROCHE PAUL SUPERBE VILLA COMMERCIAL A LA LOCATION IDEAL POUR SHOWROOM , RESTAURANT ETC ...",https://www.mubawab.ma/fr/a/8044996/top-villa-commercial-tres-visible-au-cil,Maison,"500
						m²",6 Pièces
Louez cet appartement à Oasis,6 800 DH,"Oasis, Casablanca","https://www.mubawab-media.com/ad/8/177/104F/h/photo_00_80648621.avif, https://www.mubawab-media.com/ad/8/177/104F/h/photo_01_80648622.avif, https://www.mubawab-media.com/ad/8/177/104F/h/photo_02_80648623.avif, https://www.mubawab-media.com/ad/8/177/104F/h/photo_03_80648624.avif, https://www.mubawab-media.com/ad/8/177/104F/h/photo_04_80648625.avif, https://www.mubawab-media.com/ad/8/177/104F/h/photo_05_80648626.avif, https://www.mubawab-media.com/ad/8/177/104F/h/photo_06_80648627.avif","Il s’agit d’un studio dans un immeuble neuf de 3 étages. Orienté sud et très ensoleillé. Superficies : 46m2 habitable, 41m2 pour deux terrasses séparées et 25m2 pour 2 places de parking titrées. Il y a une salle de sport équipée pour les résidents. Climatisation et chauffage central. Cet appartement est proposé à la location à Oasis. Résidence équipée d'un ascenseur. Pour visiter cet appartement en location à Casablanca.",https://www.mubawab.ma/fr/a/8177104/louez-cet-appartement-%C3%A0-oasis,Appartement,"87
						m²",2 Pièces
𝐒𝐭𝐮𝐝𝐢𝐨 𝐦𝐞𝐮𝐛𝐥É 𝐡𝐚𝐮𝐭 𝐬𝐭𝐚𝐧𝐝𝐢𝐧𝐠 à 𝐥𝐨𝐮?...,6 500 DH,"Maârif Extension, Casablanca","https://www.mubawab-media.com/ad/8/172/896F/h/photo_00_80590351.avif, https://www.mubawab-media.com/ad/8/172/896F/h/photo_01_80590352.avif, https://www.mubawab-media.com/ad/8/172/896F/h/photo_02_80590353.avif, https://www.mubawab-media.com/ad/8/172/896F/h/photo_03_80590354.avif, https://www.mubawab-media.com/ad/8/172/896F/h/photo_04_80590355.avif, https://www.mubawab-media.com/ad/8/172/896F/h/photo_05_80590356.avif, https://www.mubawab-media.com/ad/8/172/896F/h/photo_06_80590357.avif, https://www.mubawab-media.com/ad/8/172/896F/h/photo_07_80590358.avif, https://www.mubawab-media.com/ad/8/172/896F/h/photo_08_80590359.avif","L'agence Marrakech Global Invest vous propose à la location longue durée ce superbe studio neuf meublé de haut standing, situé dans un immeuble sécurisé à Maârif Extension, un quartier prisé et stratégique de Casablanca. Ce studio d’une superficie de 50 m² se compose d’un grand salon lumineux, d’une chambre confortable, d’une cuisine équipée, d’une salle de bain moderne ainsi que d’un balcon agréable. Situé au 2ᵉ étage avec ascenseur, il dispose également d’une place de parking, d’un agent de sécurité et de caméras de surveillance pour une tranquillité optimale. Emplacement privilégié, à proximité immédiate des commerces, restaurants, écoles, facultés et transports. Loyer mensuel : 7 000 Dhs/mois, syndic inclus.",https://www.mubawab.ma/fr/a/8172896/-%C3%A9---%C3%A0--%E2%80%93-%C3%A2--,Appartement,"50
						m²",2 Pièces
Louez votre maison à Triangle d'Or. 3 belles chambres. Salon...,14 000 DH,"Triangle d'Or, Casablanca","https://www.mubawab-media.com/ad/8/173/811F/h/photo_0_80599843.avif, https://www.mubawab-media.com/ad/8/173/811F/h/photo_1_80599844.avif, https://www.mubawab-media.com/ad/8/173/811F/h/photo_2_80599845.avif, https://www.mubawab-media.com/ad/8/173/811F/h/photo_3_80599846.avif, https://www.mubawab-media.com/ad/8/173/811F/h/photo_4_80599847.avif, https://www.mubawab-media.com/ad/8/173/811F/h/photo_5_80599848.avif, https://www.mubawab-media.com/ad/8/173/811F/h/photo_6_80599849.avif, https://www.mubawab-media.com/ad/8/173/811F/h/photo_7_80599850.avif","Ne passez pas à côté ! Jolie maison à louer. Prix 14 000 DH. 3 chambres, 2 salles de bains, surface 200 m². 3 pièces. Bon état. Type de sol: Marbre. Terrasse. Cette maison est proposée à la location à Triangle d'Or, Casablanca. La cheminée donne un cachet supplémentaire à la propriété. Chauffage central.",https://www.mubawab.ma/fr/a/8173811/louez-votre-maison-%C3%A0-triangle-d-or-3-belles-chambres-salon-avec-chemin%C3%A9e,Maison,"200
						m²",3 Pièces
Villa vide avec grand jardin sans vis à vis,32 000 DH,"Longchamps (Hay Al Hanâa), Casablanca","https://www.mubawab-media.com/ad/8/156/519F/h/IMG_0054_80424050.avif, https://www.mubawab-media.com/ad/8/156/519F/h/IMG_0061_80424051.avif, https://www.mubawab-media.com/ad/8/156/519F/h/IMG_0073_80424052.avif, https://www.mubawab-media.com/ad/8/156/519F/h/IMG_0081_80424053.avif, https://www.mubawab-media.com/ad/8/156/519F/h/IMG_0082_80424054.avif, https://www.mubawab-media.com/ad/8/156/519F/h/IMG_0090_80424055.avif, https://www.mubawab-media.com/ad/8/156/519F/h/IMG_0092_80424056.avif, https://www.mubawab-media.com/ad/8/156/519F/h/IMG_0097_80424057.avif, https://www.mubawab-media.com/ad/8/156/519F/h/IMG_0106_80424058.avif","Je vous propose une villa avec grand et beau jardin située près des grands axes. Cette villa sur 3 niveau est composée de : À l’étage: 4 chambres dont une chambre parentale avec dressing et salle de bain. 1 salle de bain avec douche italienne et wc. Toutes les chambres donnent sur de belles terrasses extérieures. Placards muraux dans chaque chambre. Au RDC 1 triple salon et 1 salle à manger sur un très bel espace à vivre. 1 entrée avec son toilette invité. 1 cuisine indépendante et équipée Un espace terrasse devant et derrière la villa. 1 très beau jardin arboré autour et devant la villa. Au sous sol 2 pièces pouvant servir de salle de jeux, chambre, atelier… avec douche et toilette. 1 buanderie. Et un espace pour le personne indépendant de la villa avec une grande cour intérieure sur l’arrière de la villa. Cette villa est proposée à 32000 dhs Et sera disponible prochainement. N’hésitez pas me laisser un message pour plus d’informations. Honoraires: 1 mois de loyer.",https://www.mubawab.ma/fr/a/8156519/villa-vide-avec-grand-jardin-sans-vis-%C3%A0-vis,Villa,"400
						m²",5 Pièces
Penthouse meublé neuf en location a souissi,35 000 DH,"Souissi, Rabat","https://www.mubawab-media.com/ad/7/717/927F/h/IMG-20230523-WA0024_49311528.avif, https://www.mubawab-media.com/ad/7/717/927F/h/IMG-20230523-WA0082_49311529.avif, https://www.mubawab-media.com/ad/7/717/927F/h/IMG-20230523-WA0084_49311530.avif, https://www.mubawab-media.com/ad/7/717/927F/h/IMG-20230523-WA0086_49311531.avif, https://www.mubawab-media.com/ad/7/717/927F/h/IMG-20230523-WA0090_49311532.avif, https://www.mubawab-media.com/ad/7/717/927F/h/IMG-20230523-WA0025_49311533.avif, https://www.mubawab-media.com/ad/7/717/927F/h/IMG-20230523-WA0026_49311534.avif, https://www.mubawab-media.com/ad/7/717/927F/h/IMG-20230523-WA0023_49311535.avif, https://www.mubawab-media.com/ad/7/717/927F/h/IMG-20230523-WA0033_49311536.avif, https://www.mubawab-media.com/ad/7/717/927F/h/IMG-20230523-WA0037_49311537.avif, https://www.mubawab-media.com/ad/7/717/927F/h/IMG-20230523-WA0046_49311538.avif, https://www.mubawab-media.com/ad/7/717/927F/h/IMG-20230523-WA0017_49311539.avif, https://www.mubawab-media.com/ad/7/717/927F/h/IMG-20230523-WA0022_49311540.avif, https://www.mubawab-media.com/ad/7/717/927F/h/IMG-20230523-WA0032_49311541.avif, https://www.mubawab-media.com/ad/7/717/927F/h/IMG-20230523-WA0050_49311542.avif",Penthouse haut standing neuf jamais habiter Une superficie de 460 mètre Sans vis à vis en location a souissi dans une résidence avec piscine Vide 35000dh Meublé 39000dh Il se compose de 4 chambre dont deux suites parentale Une autre salle de bain Salle d eau pour inviter Double salon Une cuisine équipée avec une chambre de service 4 terrasse Climatisation central 3 place au garage Piscine et salle de sport Pour plus d'informations contactez votre agence immobilière Yara holding,https://www.mubawab.ma/fr/a/7717927/penthouse-meubl%C3%A9-neuf-en-location-a-souissi,Appartement,"480
						m²",6 Pièces
À louer – Bel appartement rénové de 54 m² avec une buanderie...,Prix à consulter,"Oulfa, Casablanca","https://www.mubawab-media.com/ad/8/127/223F/h/photo_00_80120049.avif, https://www.mubawab-media.com/ad/8/127/223F/h/photo_01_80120050.avif, https://www.mubawab-media.com/ad/8/127/223F/h/photo_02_80120051.avif, https://www.mubawab-media.com/ad/8/127/223F/h/photo_03_80120052.avif, https://www.mubawab-media.com/ad/8/127/223F/h/photo_04_80120053.avif","À seulement 5 minutes à pied de l’Hôpital Sheikh Khalifa et du Pôle Financier, cet appartement entièrement rénové et équipé est idéalement situé dans un quartier pratique, vivant et bien desservi, avec un accès direct au Busway. il se compose de : •	2 chambres avec lits individuels et placards intégrés, dont l’une équipée d’une commode •	Un salon meublé avec canapés, télévision, table à manger et chaises, •	Une cuisine américaine moderne avec four, plaque de cuisson, placards de rangement et réfrigérateur, •	Une buanderie équipée d’un lave-linge, •	Une terrasse agréable, •	Et 1 toilette -douche Atouts supplémentaires : •	Salle de sport avec hammam turc juste en face, •	À proximité immédiate : marché de légumes, épiceries, mosquée, •	Supermarché Carrefour à 5 minutes. Un appartement fonctionnel, bien situé et prêt à vivre – à visiter sans tarder !",https://www.mubawab.ma/fr/a/8127223/%C3%A0-louer-%E2%80%93-bel-appartement-r%C3%A9nov%C3%A9-de-54-m%C2%B2-avec-une-buanderie-et-une-terrasse-%E2%80%93-quartier-strat%C3%A9gique-proche-h%C3%B4pital-sheikh-khalifa-p%C3%B4le-financier,Appartement,"60
						m²",3 Pièces
Sublime villa d'architecte meublée 5 chambres,55 000 DH,"Californie, Casablanca","https://www.mubawab-media.com/ad/7/983/121F/h/1_78688164.avif, https://www.mubawab-media.com/ad/7/983/121F/h/2_78688165.avif, https://www.mubawab-media.com/ad/7/983/121F/h/3_78688166.avif, https://www.mubawab-media.com/ad/7/983/121F/h/4_78688167.avif, https://www.mubawab-media.com/ad/7/983/121F/h/5_78688168.avif, https://www.mubawab-media.com/ad/7/983/121F/h/6_78688169.avif, https://www.mubawab-media.com/ad/7/983/121F/h/7_78688170.avif, https://www.mubawab-media.com/ad/7/983/121F/h/8_78688171.avif, https://www.mubawab-media.com/ad/7/983/121F/h/9_78688172.avif, https://www.mubawab-media.com/ad/7/983/121F/h/10_78688173.avif, https://www.mubawab-media.com/ad/7/983/121F/h/11_78688174.avif, https://www.mubawab-media.com/ad/7/983/121F/h/12_78688175.avif, https://www.mubawab-media.com/ad/7/983/121F/h/13_78688176.avif, https://www.mubawab-media.com/ad/7/983/121F/h/14_78688177.avif, https://www.mubawab-media.com/ad/7/983/121F/h/15_78688178.avif, https://www.mubawab-media.com/ad/7/983/121F/h/16_78688179.avif, https://www.mubawab-media.com/ad/7/983/121F/h/17_78688180.avif, https://www.mubawab-media.com/ad/7/983/121F/h/18_78688181.avif, https://www.mubawab-media.com/ad/7/983/121F/h/19_78688182.avif, https://www.mubawab-media.com/ad/7/983/121F/h/20_78688183.avif","CALIFORNIE CASABLANCA - EXCLUSIVITÉ YAKEEY - LOCATION D'UNE EXCEPTIONNELLE VILLA D'ARCHITECTE MEUBLÉE DE 580 M² SUR 641 M² DE JARDIN PAYSAGÉ - 4/5 SUITES - PISCINE & HAMMAM - 55.000 DHS / MOIS Au coeur du nouveau quartier privilégié de Californie, à 2 minutes de l'École Américaine et à 7 minutes de Bouskoura location d'une exceptionnelle villa d'Architecte meublée de 580 m² habitables nichée sur un beau terrain paysagé de 641 m². Une propriété baignée de lumière, aux volumes impressionnants et aux prestations de très grande qualité. RDC - entrée - vaste réception traversante avec cheminée; ouvrant sur terrasse et piscine - grande cuisine avec espace repas; ouvrant sur terrasse et piscine - office - beau séjour indépendant / 5ème suite - salle d'eau de réception - terrasse - piscine - jardin / aire de jeux enfants 1er ÉTAGE - 1 grande suite parentale avec triple dressing et salle de bain (baignoire et douche); vue panoramique - 3 suites (similaires) avec dressings et salles d'eau NIVEAU BAS - grande pièce polyvalente avec salle de sport / salon TV / salle de jeux - hammam - cour Anglaise avec cuisine extérieure - salle d'eau - chambre de personnel avec salle d'eau - chambre de gardien avec salle d'eau - buanderie - réserve LOYER: 55.000 DHS / MOIS Honoraires: 1 mois de loyer plus TVA (20%)",https://www.mubawab.ma/fr/a/7983121/sublime-villa-d-architecte-meubl%C3%A9e-5-chambres,Villa,"641
						m²",12 Pièces
Villa commercial à louer sur bd à cil,60 000 DH,"CIL (Hay Salam), Casablanca",https://www.mubawab-media.com/ad/8/158/986F/h/photo_0_80448827.avif,Villa commerciale à louer sur bd à cil,https://www.mubawab.ma/fr/a/8158986/villa-commercial-%C3%A0-louer-sur-bd-%C3%A0-cil,Villa,"500
						m²",4 Pièces
Bel appartement en location à Haut Agdal,16 000 DH,"Haut Agdal, Rabat","https://www.mubawab-media.com/ad/8/173/670F/h/photo_00_80598288.avif, https://www.mubawab-media.com/ad/8/173/670F/h/photo_01_80598289.avif, https://www.mubawab-media.com/ad/8/173/670F/h/photo_02_80598290.avif, https://www.mubawab-media.com/ad/8/173/670F/h/photo_03_80598291.avif","Nous mettons en location un bel appartement situé haut agdal, composé de 4 chambres a coucher, double salon avec coin cheminée, cuisine avec buanderie. Contactez nous pour plus d’informations",https://www.mubawab.ma/fr/a/8173670/bel-appartement-en-location-%C3%A0-haut-agdal,Appartement,"200
						m²",6 Pièces
